source,date,content,category,engagement_score,industry,deployment_scale,source_url,cleaned_text,tokens,token_string,aspect,latency_reduction_ms,gpu_cost_reduction_pct,provisioning_time_reduction_pct,concurrent_users_supported
Unreal Engine,2024-02-18,"NVIDIA CloudXR streams ray-traced XR content from RTX A6000 GPUs, enabling $300 AR glasses to render $5000 workstation-quality visuals.",Cloud_Rendering,535,Defense,,https://www.unrealengine.com/,nvidia cloudxr streams raytraced xr content from rtx a gpus enabling ar glasses to render workstationquality visuals,"['nvidia', 'cloudxr', 'stream', 'raytraced', 'content', 'rtx', 'gpus', 'enabling', 'glass', 'render', 'workstationquality', 'visuals']",nvidia cloudxr stream raytraced content rtx gpus enabling glass render workstationquality visuals,Cloud Rendering,,69.0,,
Unreal Engine,2024-02-19,Remote rendering architectures scale GPU compute independently from headset count; 1 server supports 20 concurrent low-latency XR users.,Cloud_Rendering,503,Automotive,,https://www.unrealengine.com/,remote rendering architectures scale gpu compute independently from headset count server supports concurrent lowlatency xr users,"['remote', 'rendering', 'architecture', 'scale', 'gpu', 'compute', 'independently', 'headset', 'count', 'server', 'support', 'concurrent', 'lowlatency', 'user']",remote rendering architecture scale gpu compute independently headset count server support concurrent lowlatency user,Cloud Rendering,,77.0,,
Varjo Docs,2024-02-20,"Google Stadia technology adapted for XR reduces local device compute by 95%, extending battery life from 2 hours to 8 hours.",Cloud_Rendering,312,Automotive,,https://varjo.com/,google stadia technology adapted for xr reduces local device compute by percentage extending battery life from hours to hours,"['google', 'stadium', 'technology', 'adapted', 'reduces', 'local', 'device', 'compute', 'percentage', 'extending', 'battery', 'life', 'hour', 'hour']",google stadium technology adapted reduces local device compute percentage extending battery life hour hour,Cloud Rendering,,73.0,,
Unreal Engine,2024-02-21,"Pixel streaming with Unreal Engine 5 delivers photorealistic architectural walkthroughs to mobile AR, consuming 50 Mbps bandwidth.",Cloud_Rendering,306,Healthcare,,https://www.unrealengine.com/,pixel streaming with unreal engine delivers photorealistic architectural walkthroughs to mobile ar consuming mbps bandwidth,"['pixel', 'streaming', 'unreal', 'engine', 'delivers', 'photorealistic', 'architectural', 'walkthroughs', 'mobile', 'consuming', 'mbps', 'bandwidth']",pixel streaming unreal engine delivers photorealistic architectural walkthroughs mobile consuming mbps bandwidth,Cloud Rendering,,51.0,,
Google Cloud,2024-02-22,"CloudXR SDK supports H.264/H.265 adaptive streaming, degrading resolution gracefully when bandwidth drops below 30 Mbps.",Cloud_Rendering,285,Healthcare,,https://cloud.google.com/,cloudxr sdk supports hh adaptive streaming degrading resolution gracefully when bandwidth drops below mbps,"['cloudxr', 'sdk', 'support', 'adaptive', 'streaming', 'degrading', 'resolution', 'gracefully', 'bandwidth', 'drop', 'mbps']",cloudxr sdk support adaptive streaming degrading resolution gracefully bandwidth drop mbps,Cloud Rendering,,58.0,,
Unreal Engine,2024-02-23,"Microsoft Remote Rendering service processed 1M XR rendering hours in Azure, supporting global AEC industry CAD visualization.",Cloud_Rendering,783,Architecture,,https://www.unrealengine.com/,microsoft remote rendering service processed m xr rendering hours in azure supporting global aec industry cad visualization,"['microsoft', 'remote', 'rendering', 'service', 'processed', 'rendering', 'hour', 'azure', 'supporting', 'global', 'aec', 'industry', 'cad', 'visualization']",microsoft remote rendering service processed rendering hour azure supporting global aec industry cad visualization,Cloud Rendering,,76.0,,
Varjo Docs,2024-02-24,Frame reprojection at 120Hz on device masks network jitter; perceived latency remains <20ms even with 40ms server roundtrip.,Cloud_Rendering,557,Automotive,,https://varjo.com/,frame reprojection at hz on device masks network jitter perceived latency remains latency even with latency server roundtrip,"['frame', 'reprojection', 'device', 'mask', 'network', 'jitter', 'perceived', 'latency', 'remains', 'latency', 'even', 'latency', 'server', 'roundtrip']",frame reprojection device mask network jitter perceived latency remains latency even latency server roundtrip,Cloud Rendering,,56.0,,
Unreal Engine,2024-02-25,NVIDIA Omniverse Cloud renders collaborative XR design reviews with 100+ participants viewing shared 100GB USD scenes.,Cloud_Rendering,230,Manufacturing,,https://www.unrealengine.com/,nvidia omniverse cloud renders collaborative xr design reviews with participants viewing shared gb usd scenes,"['nvidia', 'omniverse', 'cloud', 'render', 'collaborative', 'design', 'review', 'participant', 'viewing', 'shared', 'usd', 'scene']",nvidia omniverse cloud render collaborative design review participant viewing shared usd scene,Cloud Rendering,,49.0,,
Google Cloud,2024-02-26,"Varjo VR-3 with CloudXR achieves 28 pixels-per-degree fidelity impossible with mobile SoCs, enabling surgical simulation training.",Cloud_Rendering,208,Automotive,,https://cloud.google.com/,varjo vr with cloudxr achieves pixelsperdegree fidelity impossible with mobile socs enabling surgical simulation training,"['varjo', 'cloudxr', 'achieves', 'pixelsperdegree', 'fidelity', 'impossible', 'mobile', 'socs', 'enabling', 'surgical', 'simulation', 'training']",varjo cloudxr achieves pixelsperdegree fidelity impossible mobile socs enabling surgical simulation training,Cloud Rendering,,51.0,,
NVIDIA Blog,2024-02-27,"Cloud-rendered XR eliminates 'pilot purgatory'; IT deploys server-side updates instantly to 10,000 headsets without firmware flashing.",Cloud_Rendering,641,Manufacturing,,https://blogs.nvidia.com/,cloudrendered xr eliminates pilot purgatory it deploys serverside updates instantly to headsets without firmware flashing,"['cloudrendered', 'eliminates', 'pilot', 'purgatory', 'deploys', 'serverside', 'update', 'instantly', 'headset', 'without', 'firmware', 'flashing']",cloudrendered eliminates pilot purgatory deploys serverside update instantly headset without firmware flashing,Cloud Rendering,,55.0,,
Varjo Docs,2024-02-28,Magic Leap 2 with enterprise CloudXR reduces total cost of ownership 60% vs standalone workstations for each field technician.,Cloud_Rendering,475,Defense,,https://varjo.com/,magic leap with enterprise cloudxr reduces total cost of ownership percentage vs standalone workstations for each field technician,"['magic', 'leap', 'enterprise', 'cloudxr', 'reduces', 'total', 'cost', 'ownership', 'percentage', 'standalone', 'workstation', 'field', 'technician']",magic leap enterprise cloudxr reduces total cost ownership percentage standalone workstation field technician,Cloud Rendering,,63.0,,
NVIDIA Blog,2024-02-29,Parsec for enterprise XR tested 500 concurrent cloud-rendered streams; median encoding latency 8ms on NVIDIA T4 GPUs.,Cloud_Rendering,476,Automotive,,https://blogs.nvidia.com/,parsec for enterprise xr tested concurrent cloudrendered streams median encoding latency latency on nvidia t gpus,"['parsec', 'enterprise', 'tested', 'concurrent', 'cloudrendered', 'stream', 'median', 'encoding', 'latency', 'latency', 'nvidia', 'gpus']",parsec enterprise tested concurrent cloudrendered stream median encoding latency latency nvidia gpus,Cloud Rendering,,58.0,,
NVIDIA Blog,2024-03-01,"NVIDIA CloudXR streams ray-traced XR content from RTX A6000 GPUs, enabling $300 AR glasses to render $5000 workstation-quality visuals.",Cloud_Rendering,905,Defense,,https://blogs.nvidia.com/,nvidia cloudxr streams raytraced xr content from rtx a gpus enabling ar glasses to render workstationquality visuals,"['nvidia', 'cloudxr', 'stream', 'raytraced', 'content', 'rtx', 'gpus', 'enabling', 'glass', 'render', 'workstationquality', 'visuals']",nvidia cloudxr stream raytraced content rtx gpus enabling glass render workstationquality visuals,Cloud Rendering,,47.0,,
NVIDIA Blog,2024-03-02,Remote rendering architectures scale GPU compute independently from headset count; 1 server supports 20 concurrent low-latency XR users.,Cloud_Rendering,586,Healthcare,,https://blogs.nvidia.com/,remote rendering architectures scale gpu compute independently from headset count server supports concurrent lowlatency xr users,"['remote', 'rendering', 'architecture', 'scale', 'gpu', 'compute', 'independently', 'headset', 'count', 'server', 'support', 'concurrent', 'lowlatency', 'user']",remote rendering architecture scale gpu compute independently headset count server support concurrent lowlatency user,Cloud Rendering,,70.0,,
Microsoft Azure,2024-03-03,"Google Stadia technology adapted for XR reduces local device compute by 95%, extending battery life from 2 hours to 8 hours.",Cloud_Rendering,948,Healthcare,,https://azure.microsoft.com/,google stadia technology adapted for xr reduces local device compute by percentage extending battery life from hours to hours,"['google', 'stadium', 'technology', 'adapted', 'reduces', 'local', 'device', 'compute', 'percentage', 'extending', 'battery', 'life', 'hour', 'hour']",google stadium technology adapted reduces local device compute percentage extending battery life hour hour,Cloud Rendering,,60.0,,
Microsoft Azure,2024-03-04,"Pixel streaming with Unreal Engine 5 delivers photorealistic architectural walkthroughs to mobile AR, consuming 50 Mbps bandwidth.",Cloud_Rendering,792,Architecture,,https://azure.microsoft.com/,pixel streaming with unreal engine delivers photorealistic architectural walkthroughs to mobile ar consuming mbps bandwidth,"['pixel', 'streaming', 'unreal', 'engine', 'delivers', 'photorealistic', 'architectural', 'walkthroughs', 'mobile', 'consuming', 'mbps', 'bandwidth']",pixel streaming unreal engine delivers photorealistic architectural walkthroughs mobile consuming mbps bandwidth,Cloud Rendering,,56.0,,
NVIDIA Blog,2024-03-05,"CloudXR SDK supports H.264/H.265 adaptive streaming, degrading resolution gracefully when bandwidth drops below 30 Mbps.",Cloud_Rendering,584,Automotive,,https://blogs.nvidia.com/,cloudxr sdk supports hh adaptive streaming degrading resolution gracefully when bandwidth drops below mbps,"['cloudxr', 'sdk', 'support', 'adaptive', 'streaming', 'degrading', 'resolution', 'gracefully', 'bandwidth', 'drop', 'mbps']",cloudxr sdk support adaptive streaming degrading resolution gracefully bandwidth drop mbps,Cloud Rendering,,62.0,,
Varjo Docs,2024-03-06,"Microsoft Remote Rendering service processed 1M XR rendering hours in Azure, supporting global AEC industry CAD visualization.",Cloud_Rendering,525,Defense,,https://varjo.com/,microsoft remote rendering service processed m xr rendering hours in azure supporting global aec industry cad visualization,"['microsoft', 'remote', 'rendering', 'service', 'processed', 'rendering', 'hour', 'azure', 'supporting', 'global', 'aec', 'industry', 'cad', 'visualization']",microsoft remote rendering service processed rendering hour azure supporting global aec industry cad visualization,Cloud Rendering,,76.0,,
Google Cloud,2024-03-07,Frame reprojection at 120Hz on device masks network jitter; perceived latency remains <20ms even with 40ms server roundtrip.,Cloud_Rendering,801,Manufacturing,,https://cloud.google.com/,frame reprojection at hz on device masks network jitter perceived latency remains latency even with latency server roundtrip,"['frame', 'reprojection', 'device', 'mask', 'network', 'jitter', 'perceived', 'latency', 'remains', 'latency', 'even', 'latency', 'server', 'roundtrip']",frame reprojection device mask network jitter perceived latency remains latency even latency server roundtrip,Cloud Rendering,,55.0,,
Google Cloud,2024-03-08,NVIDIA Omniverse Cloud renders collaborative XR design reviews with 100+ participants viewing shared 100GB USD scenes.,Cloud_Rendering,599,Healthcare,,https://cloud.google.com/,nvidia omniverse cloud renders collaborative xr design reviews with participants viewing shared gb usd scenes,"['nvidia', 'omniverse', 'cloud', 'render', 'collaborative', 'design', 'review', 'participant', 'viewing', 'shared', 'usd', 'scene']",nvidia omniverse cloud render collaborative design review participant viewing shared usd scene,Cloud Rendering,,45.0,,
Unreal Engine,2024-03-09,"Varjo VR-3 with CloudXR achieves 28 pixels-per-degree fidelity impossible with mobile SoCs, enabling surgical simulation training.",Cloud_Rendering,361,Healthcare,,https://www.unrealengine.com/,varjo vr with cloudxr achieves pixelsperdegree fidelity impossible with mobile socs enabling surgical simulation training,"['varjo', 'cloudxr', 'achieves', 'pixelsperdegree', 'fidelity', 'impossible', 'mobile', 'socs', 'enabling', 'surgical', 'simulation', 'training']",varjo cloudxr achieves pixelsperdegree fidelity impossible mobile socs enabling surgical simulation training,Cloud Rendering,,47.0,,
Varjo Docs,2024-03-10,"Cloud-rendered XR eliminates 'pilot purgatory'; IT deploys server-side updates instantly to 10,000 headsets without firmware flashing.",Cloud_Rendering,180,Manufacturing,,https://varjo.com/,cloudrendered xr eliminates pilot purgatory it deploys serverside updates instantly to headsets without firmware flashing,"['cloudrendered', 'eliminates', 'pilot', 'purgatory', 'deploys', 'serverside', 'update', 'instantly', 'headset', 'without', 'firmware', 'flashing']",cloudrendered eliminates pilot purgatory deploys serverside update instantly headset without firmware flashing,Cloud Rendering,,64.0,,
Microsoft Azure,2024-03-11,Magic Leap 2 with enterprise CloudXR reduces total cost of ownership 60% vs standalone workstations for each field technician.,Cloud_Rendering,746,Defense,,https://azure.microsoft.com/,magic leap with enterprise cloudxr reduces total cost of ownership percentage vs standalone workstations for each field technician,"['magic', 'leap', 'enterprise', 'cloudxr', 'reduces', 'total', 'cost', 'ownership', 'percentage', 'standalone', 'workstation', 'field', 'technician']",magic leap enterprise cloudxr reduces total cost ownership percentage standalone workstation field technician,Cloud Rendering,,57.0,,
NVIDIA Blog,2024-03-12,Parsec for enterprise XR tested 500 concurrent cloud-rendered streams; median encoding latency 8ms on NVIDIA T4 GPUs.,Cloud_Rendering,550,Defense,,https://blogs.nvidia.com/,parsec for enterprise xr tested concurrent cloudrendered streams median encoding latency latency on nvidia t gpus,"['parsec', 'enterprise', 'tested', 'concurrent', 'cloudrendered', 'stream', 'median', 'encoding', 'latency', 'latency', 'nvidia', 'gpus']",parsec enterprise tested concurrent cloudrendered stream median encoding latency latency nvidia gpus,Cloud Rendering,,64.0,,
Unreal Engine,2024-03-13,"NVIDIA CloudXR streams ray-traced XR content from RTX A6000 GPUs, enabling $300 AR glasses to render $5000 workstation-quality visuals.",Cloud_Rendering,840,Automotive,,https://www.unrealengine.com/,nvidia cloudxr streams raytraced xr content from rtx a gpus enabling ar glasses to render workstationquality visuals,"['nvidia', 'cloudxr', 'stream', 'raytraced', 'content', 'rtx', 'gpus', 'enabling', 'glass', 'render', 'workstationquality', 'visuals']",nvidia cloudxr stream raytraced content rtx gpus enabling glass render workstationquality visuals,Cloud Rendering,,51.0,,
Google Cloud,2024-03-14,Remote rendering architectures scale GPU compute independently from headset count; 1 server supports 20 concurrent low-latency XR users.,Cloud_Rendering,610,Automotive,,https://cloud.google.com/,remote rendering architectures scale gpu compute independently from headset count server supports concurrent lowlatency xr users,"['remote', 'rendering', 'architecture', 'scale', 'gpu', 'compute', 'independently', 'headset', 'count', 'server', 'support', 'concurrent', 'lowlatency', 'user']",remote rendering architecture scale gpu compute independently headset count server support concurrent lowlatency user,Cloud Rendering,,54.0,,
Microsoft Azure,2024-03-15,"Google Stadia technology adapted for XR reduces local device compute by 95%, extending battery life from 2 hours to 8 hours.",Cloud_Rendering,488,Architecture,,https://azure.microsoft.com/,google stadia technology adapted for xr reduces local device compute by percentage extending battery life from hours to hours,"['google', 'stadium', 'technology', 'adapted', 'reduces', 'local', 'device', 'compute', 'percentage', 'extending', 'battery', 'life', 'hour', 'hour']",google stadium technology adapted reduces local device compute percentage extending battery life hour hour,Cloud Rendering,,65.0,,
Microsoft Azure,2024-03-16,"Pixel streaming with Unreal Engine 5 delivers photorealistic architectural walkthroughs to mobile AR, consuming 50 Mbps bandwidth.",Cloud_Rendering,316,Healthcare,,https://azure.microsoft.com/,pixel streaming with unreal engine delivers photorealistic architectural walkthroughs to mobile ar consuming mbps bandwidth,"['pixel', 'streaming', 'unreal', 'engine', 'delivers', 'photorealistic', 'architectural', 'walkthroughs', 'mobile', 'consuming', 'mbps', 'bandwidth']",pixel streaming unreal engine delivers photorealistic architectural walkthroughs mobile consuming mbps bandwidth,Cloud Rendering,,65.0,,
NVIDIA Blog,2024-03-17,"CloudXR SDK supports H.264/H.265 adaptive streaming, degrading resolution gracefully when bandwidth drops below 30 Mbps.",Cloud_Rendering,381,Automotive,,https://blogs.nvidia.com/,cloudxr sdk supports hh adaptive streaming degrading resolution gracefully when bandwidth drops below mbps,"['cloudxr', 'sdk', 'support', 'adaptive', 'streaming', 'degrading', 'resolution', 'gracefully', 'bandwidth', 'drop', 'mbps']",cloudxr sdk support adaptive streaming degrading resolution gracefully bandwidth drop mbps,Cloud Rendering,,71.0,,
Google Cloud,2024-03-18,"Microsoft Remote Rendering service processed 1M XR rendering hours in Azure, supporting global AEC industry CAD visualization.",Cloud_Rendering,615,Defense,,https://cloud.google.com/,microsoft remote rendering service processed m xr rendering hours in azure supporting global aec industry cad visualization,"['microsoft', 'remote', 'rendering', 'service', 'processed', 'rendering', 'hour', 'azure', 'supporting', 'global', 'aec', 'industry', 'cad', 'visualization']",microsoft remote rendering service processed rendering hour azure supporting global aec industry cad visualization,Cloud Rendering,,49.0,,
Varjo Docs,2024-03-19,Frame reprojection at 120Hz on device masks network jitter; perceived latency remains <20ms even with 40ms server roundtrip.,Cloud_Rendering,492,Manufacturing,,https://varjo.com/,frame reprojection at hz on device masks network jitter perceived latency remains latency even with latency server roundtrip,"['frame', 'reprojection', 'device', 'mask', 'network', 'jitter', 'perceived', 'latency', 'remains', 'latency', 'even', 'latency', 'server', 'roundtrip']",frame reprojection device mask network jitter perceived latency remains latency even latency server roundtrip,Cloud Rendering,,55.0,,
Microsoft Azure,2024-03-20,NVIDIA Omniverse Cloud renders collaborative XR design reviews with 100+ participants viewing shared 100GB USD scenes.,Cloud_Rendering,296,Defense,,https://azure.microsoft.com/,nvidia omniverse cloud renders collaborative xr design reviews with participants viewing shared gb usd scenes,"['nvidia', 'omniverse', 'cloud', 'render', 'collaborative', 'design', 'review', 'participant', 'viewing', 'shared', 'usd', 'scene']",nvidia omniverse cloud render collaborative design review participant viewing shared usd scene,Cloud Rendering,,46.0,,
NVIDIA Blog,2024-03-21,"Varjo VR-3 with CloudXR achieves 28 pixels-per-degree fidelity impossible with mobile SoCs, enabling surgical simulation training.",Cloud_Rendering,845,Healthcare,,https://blogs.nvidia.com/,varjo vr with cloudxr achieves pixelsperdegree fidelity impossible with mobile socs enabling surgical simulation training,"['varjo', 'cloudxr', 'achieves', 'pixelsperdegree', 'fidelity', 'impossible', 'mobile', 'socs', 'enabling', 'surgical', 'simulation', 'training']",varjo cloudxr achieves pixelsperdegree fidelity impossible mobile socs enabling surgical simulation training,Cloud Rendering,,56.0,,
Varjo Docs,2024-03-22,"Cloud-rendered XR eliminates 'pilot purgatory'; IT deploys server-side updates instantly to 10,000 headsets without firmware flashing.",Cloud_Rendering,754,Defense,,https://varjo.com/,cloudrendered xr eliminates pilot purgatory it deploys serverside updates instantly to headsets without firmware flashing,"['cloudrendered', 'eliminates', 'pilot', 'purgatory', 'deploys', 'serverside', 'update', 'instantly', 'headset', 'without', 'firmware', 'flashing']",cloudrendered eliminates pilot purgatory deploys serverside update instantly headset without firmware flashing,Cloud Rendering,,62.0,,
Google Cloud,2024-03-23,Magic Leap 2 with enterprise CloudXR reduces total cost of ownership 60% vs standalone workstations for each field technician.,Cloud_Rendering,423,Architecture,,https://cloud.google.com/,magic leap with enterprise cloudxr reduces total cost of ownership percentage vs standalone workstations for each field technician,"['magic', 'leap', 'enterprise', 'cloudxr', 'reduces', 'total', 'cost', 'ownership', 'percentage', 'standalone', 'workstation', 'field', 'technician']",magic leap enterprise cloudxr reduces total cost ownership percentage standalone workstation field technician,Cloud Rendering,,65.0,,
Microsoft Azure,2024-03-24,Parsec for enterprise XR tested 500 concurrent cloud-rendered streams; median encoding latency 8ms on NVIDIA T4 GPUs.,Cloud_Rendering,716,Healthcare,,https://azure.microsoft.com/,parsec for enterprise xr tested concurrent cloudrendered streams median encoding latency latency on nvidia t gpus,"['parsec', 'enterprise', 'tested', 'concurrent', 'cloudrendered', 'stream', 'median', 'encoding', 'latency', 'latency', 'nvidia', 'gpus']",parsec enterprise tested concurrent cloudrendered stream median encoding latency latency nvidia gpus,Cloud Rendering,,60.0,,
Varjo Docs,2024-03-25,"NVIDIA CloudXR streams ray-traced XR content from RTX A6000 GPUs, enabling $300 AR glasses to render $5000 workstation-quality visuals.",Cloud_Rendering,781,Manufacturing,,https://varjo.com/,nvidia cloudxr streams raytraced xr content from rtx a gpus enabling ar glasses to render workstationquality visuals,"['nvidia', 'cloudxr', 'stream', 'raytraced', 'content', 'rtx', 'gpus', 'enabling', 'glass', 'render', 'workstationquality', 'visuals']",nvidia cloudxr stream raytraced content rtx gpus enabling glass render workstationquality visuals,Cloud Rendering,,61.0,,
Varjo Docs,2024-03-26,Remote rendering architectures scale GPU compute independently from headset count; 1 server supports 20 concurrent low-latency XR users.,Cloud_Rendering,254,Architecture,,https://varjo.com/,remote rendering architectures scale gpu compute independently from headset count server supports concurrent lowlatency xr users,"['remote', 'rendering', 'architecture', 'scale', 'gpu', 'compute', 'independently', 'headset', 'count', 'server', 'support', 'concurrent', 'lowlatency', 'user']",remote rendering architecture scale gpu compute independently headset count server support concurrent lowlatency user,Cloud Rendering,,46.0,,
Varjo Docs,2024-03-27,"Google Stadia technology adapted for XR reduces local device compute by 95%, extending battery life from 2 hours to 8 hours.",Cloud_Rendering,565,Healthcare,,https://varjo.com/,google stadia technology adapted for xr reduces local device compute by percentage extending battery life from hours to hours,"['google', 'stadium', 'technology', 'adapted', 'reduces', 'local', 'device', 'compute', 'percentage', 'extending', 'battery', 'life', 'hour', 'hour']",google stadium technology adapted reduces local device compute percentage extending battery life hour hour,Cloud Rendering,,53.0,,
Microsoft Azure,2024-03-28,"Pixel streaming with Unreal Engine 5 delivers photorealistic architectural walkthroughs to mobile AR, consuming 50 Mbps bandwidth.",Cloud_Rendering,389,Manufacturing,,https://azure.microsoft.com/,pixel streaming with unreal engine delivers photorealistic architectural walkthroughs to mobile ar consuming mbps bandwidth,"['pixel', 'streaming', 'unreal', 'engine', 'delivers', 'photorealistic', 'architectural', 'walkthroughs', 'mobile', 'consuming', 'mbps', 'bandwidth']",pixel streaming unreal engine delivers photorealistic architectural walkthroughs mobile consuming mbps bandwidth,Cloud Rendering,,54.0,,
Microsoft Azure,2024-03-29,"CloudXR SDK supports H.264/H.265 adaptive streaming, degrading resolution gracefully when bandwidth drops below 30 Mbps.",Cloud_Rendering,654,Architecture,,https://azure.microsoft.com/,cloudxr sdk supports hh adaptive streaming degrading resolution gracefully when bandwidth drops below mbps,"['cloudxr', 'sdk', 'support', 'adaptive', 'streaming', 'degrading', 'resolution', 'gracefully', 'bandwidth', 'drop', 'mbps']",cloudxr sdk support adaptive streaming degrading resolution gracefully bandwidth drop mbps,Cloud Rendering,,46.0,,
Unreal Engine,2024-03-30,"Microsoft Remote Rendering service processed 1M XR rendering hours in Azure, supporting global AEC industry CAD visualization.",Cloud_Rendering,597,Architecture,,https://www.unrealengine.com/,microsoft remote rendering service processed m xr rendering hours in azure supporting global aec industry cad visualization,"['microsoft', 'remote', 'rendering', 'service', 'processed', 'rendering', 'hour', 'azure', 'supporting', 'global', 'aec', 'industry', 'cad', 'visualization']",microsoft remote rendering service processed rendering hour azure supporting global aec industry cad visualization,Cloud Rendering,,48.0,,
Google Cloud,2024-03-31,Frame reprojection at 120Hz on device masks network jitter; perceived latency remains <20ms even with 40ms server roundtrip.,Cloud_Rendering,526,Healthcare,,https://cloud.google.com/,frame reprojection at hz on device masks network jitter perceived latency remains latency even with latency server roundtrip,"['frame', 'reprojection', 'device', 'mask', 'network', 'jitter', 'perceived', 'latency', 'remains', 'latency', 'even', 'latency', 'server', 'roundtrip']",frame reprojection device mask network jitter perceived latency remains latency even latency server roundtrip,Cloud Rendering,,47.0,,
NVIDIA Blog,2024-04-01,NVIDIA Omniverse Cloud renders collaborative XR design reviews with 100+ participants viewing shared 100GB USD scenes.,Cloud_Rendering,708,Automotive,,https://blogs.nvidia.com/,nvidia omniverse cloud renders collaborative xr design reviews with participants viewing shared gb usd scenes,"['nvidia', 'omniverse', 'cloud', 'render', 'collaborative', 'design', 'review', 'participant', 'viewing', 'shared', 'usd', 'scene']",nvidia omniverse cloud render collaborative design review participant viewing shared usd scene,Cloud Rendering,,62.0,,
Varjo Docs,2024-04-02,"Varjo VR-3 with CloudXR achieves 28 pixels-per-degree fidelity impossible with mobile SoCs, enabling surgical simulation training.",Cloud_Rendering,819,Architecture,,https://varjo.com/,varjo vr with cloudxr achieves pixelsperdegree fidelity impossible with mobile socs enabling surgical simulation training,"['varjo', 'cloudxr', 'achieves', 'pixelsperdegree', 'fidelity', 'impossible', 'mobile', 'socs', 'enabling', 'surgical', 'simulation', 'training']",varjo cloudxr achieves pixelsperdegree fidelity impossible mobile socs enabling surgical simulation training,Cloud Rendering,,68.0,,
Unreal Engine,2024-04-03,"Cloud-rendered XR eliminates 'pilot purgatory'; IT deploys server-side updates instantly to 10,000 headsets without firmware flashing.",Cloud_Rendering,942,Architecture,,https://www.unrealengine.com/,cloudrendered xr eliminates pilot purgatory it deploys serverside updates instantly to headsets without firmware flashing,"['cloudrendered', 'eliminates', 'pilot', 'purgatory', 'deploys', 'serverside', 'update', 'instantly', 'headset', 'without', 'firmware', 'flashing']",cloudrendered eliminates pilot purgatory deploys serverside update instantly headset without firmware flashing,Cloud Rendering,,57.0,,
NVIDIA Blog,2024-04-04,Magic Leap 2 with enterprise CloudXR reduces total cost of ownership 60% vs standalone workstations for each field technician.,Cloud_Rendering,358,Manufacturing,,https://blogs.nvidia.com/,magic leap with enterprise cloudxr reduces total cost of ownership percentage vs standalone workstations for each field technician,"['magic', 'leap', 'enterprise', 'cloudxr', 'reduces', 'total', 'cost', 'ownership', 'percentage', 'standalone', 'workstation', 'field', 'technician']",magic leap enterprise cloudxr reduces total cost ownership percentage standalone workstation field technician,Cloud Rendering,,70.0,,
Unreal Engine,2024-04-05,Parsec for enterprise XR tested 500 concurrent cloud-rendered streams; median encoding latency 8ms on NVIDIA T4 GPUs.,Cloud_Rendering,361,Defense,,https://www.unrealengine.com/,parsec for enterprise xr tested concurrent cloudrendered streams median encoding latency latency on nvidia t gpus,"['parsec', 'enterprise', 'tested', 'concurrent', 'cloudrendered', 'stream', 'median', 'encoding', 'latency', 'latency', 'nvidia', 'gpus']",parsec enterprise tested concurrent cloudrendered stream median encoding latency latency nvidia gpus,Cloud Rendering,,69.0,,
Microsoft Azure,2024-04-06,"NVIDIA CloudXR streams ray-traced XR content from RTX A6000 GPUs, enabling $300 AR glasses to render $5000 workstation-quality visuals.",Cloud_Rendering,843,Healthcare,,https://azure.microsoft.com/,nvidia cloudxr streams raytraced xr content from rtx a gpus enabling ar glasses to render workstationquality visuals,"['nvidia', 'cloudxr', 'stream', 'raytraced', 'content', 'rtx', 'gpus', 'enabling', 'glass', 'render', 'workstationquality', 'visuals']",nvidia cloudxr stream raytraced content rtx gpus enabling glass render workstationquality visuals,Cloud Rendering,,78.0,,
Varjo Docs,2024-04-07,Remote rendering architectures scale GPU compute independently from headset count; 1 server supports 20 concurrent low-latency XR users.,Cloud_Rendering,204,Healthcare,,https://varjo.com/,remote rendering architectures scale gpu compute independently from headset count server supports concurrent lowlatency xr users,"['remote', 'rendering', 'architecture', 'scale', 'gpu', 'compute', 'independently', 'headset', 'count', 'server', 'support', 'concurrent', 'lowlatency', 'user']",remote rendering architecture scale gpu compute independently headset count server support concurrent lowlatency user,Cloud Rendering,,74.0,,
NVIDIA Blog,2024-04-08,"Google Stadia technology adapted for XR reduces local device compute by 95%, extending battery life from 2 hours to 8 hours.",Cloud_Rendering,359,Automotive,,https://blogs.nvidia.com/,google stadia technology adapted for xr reduces local device compute by percentage extending battery life from hours to hours,"['google', 'stadium', 'technology', 'adapted', 'reduces', 'local', 'device', 'compute', 'percentage', 'extending', 'battery', 'life', 'hour', 'hour']",google stadium technology adapted reduces local device compute percentage extending battery life hour hour,Cloud Rendering,,57.0,,
NVIDIA Blog,2024-04-09,"Pixel streaming with Unreal Engine 5 delivers photorealistic architectural walkthroughs to mobile AR, consuming 50 Mbps bandwidth.",Cloud_Rendering,889,Automotive,,https://blogs.nvidia.com/,pixel streaming with unreal engine delivers photorealistic architectural walkthroughs to mobile ar consuming mbps bandwidth,"['pixel', 'streaming', 'unreal', 'engine', 'delivers', 'photorealistic', 'architectural', 'walkthroughs', 'mobile', 'consuming', 'mbps', 'bandwidth']",pixel streaming unreal engine delivers photorealistic architectural walkthroughs mobile consuming mbps bandwidth,Cloud Rendering,,78.0,,
