record_id,aspect,category,global_sentiment_score,global_sentiment_class,theme_latency_sentiment,theme_latency_class,theme_bandwidth_sentiment,theme_cost_sentiment,theme_complexity_sentiment,theme_device_mgmt_sentiment,theme_infrastructure_sentiment,theme_bandwidth_class,theme_device_mgmt_class,theme_infrastructure_class,theme_cost_class,theme_complexity_class
573,Infrastructure Scaling,Infrastructure_Scaling,0.6808,Positive,,,0.6808,,,,0.6808,Positive,,Positive,,
574,Infrastructure Scaling,Infrastructure_Scaling,-0.4939,Negative,,,,,,,-0.4939,,,Negative,,
575,Infrastructure Scaling,Infrastructure_Scaling,0.0,Neutral,,,,,,0.0,,,Neutral,,,
576,Infrastructure Scaling,Infrastructure_Scaling,0.0,Neutral,,,,,,,0.0,,,Neutral,,
577,Infrastructure Scaling,Infrastructure_Scaling,-0.128,Negative,,,,,,,,,,,,
578,Infrastructure Scaling,Infrastructure_Scaling,0.0,Neutral,,,,,,,,,,,,
579,Infrastructure Scaling,Infrastructure_Scaling,0.0,Neutral,,,,,,,,,,,,
580,Infrastructure Scaling,Infrastructure_Scaling,0.0,Neutral,0.0,Neutral,,,,,0.0,,,Neutral,,
581,Infrastructure Scaling,Infrastructure_Scaling,0.3612,Positive,,,0.3612,,,,0.3612,Positive,,Positive,,
582,Infrastructure Scaling,Infrastructure_Scaling,0.0,Neutral,0.0,Neutral,,,,0.0,,,Neutral,,,
583,Infrastructure Scaling,Infrastructure_Scaling,0.0,Neutral,,,,,,,0.0,,,Neutral,,
584,Infrastructure Scaling,Infrastructure_Scaling,0.0,Neutral,0.0,Neutral,,,,,,,,,,
585,Infrastructure Scaling,Infrastructure_Scaling,0.6808,Positive,,,0.6808,,,,0.6808,Positive,,Positive,,
586,Infrastructure Scaling,Infrastructure_Scaling,-0.4939,Negative,,,,,,,-0.4939,,,Negative,,
587,Infrastructure Scaling,Infrastructure_Scaling,0.0,Neutral,,,,,,0.0,,,Neutral,,,
588,Infrastructure Scaling,Infrastructure_Scaling,0.0,Neutral,,,,,,,0.0,,,Neutral,,
589,Infrastructure Scaling,Infrastructure_Scaling,-0.128,Negative,,,,,,,,,,,,
590,Infrastructure Scaling,Infrastructure_Scaling,0.0,Neutral,,,,,,,,,,,,
591,Infrastructure Scaling,Infrastructure_Scaling,0.0,Neutral,,,,,,,,,,,,
592,Infrastructure Scaling,Infrastructure_Scaling,0.0,Neutral,0.0,Neutral,,,,,0.0,,,Neutral,,
593,Infrastructure Scaling,Infrastructure_Scaling,0.3612,Positive,,,0.3612,,,,0.3612,Positive,,Positive,,
594,Infrastructure Scaling,Infrastructure_Scaling,0.0,Neutral,0.0,Neutral,,,,0.0,,,Neutral,,,
595,Infrastructure Scaling,Infrastructure_Scaling,0.0,Neutral,,,,,,,0.0,,,Neutral,,
596,Infrastructure Scaling,Infrastructure_Scaling,0.0,Neutral,0.0,Neutral,,,,,,,,,,
597,Infrastructure Scaling,Infrastructure_Scaling,0.6808,Positive,,,0.6808,,,,0.6808,Positive,,Positive,,
598,Infrastructure Scaling,Infrastructure_Scaling,-0.4939,Negative,,,,,,,-0.4939,,,Negative,,
599,Infrastructure Scaling,Infrastructure_Scaling,0.0,Neutral,,,,,,0.0,,,Neutral,,,
